timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,label
2026-04-23 14:37:25.168822+00:00,10.65.10.192,24.186.143.178,18893,5017,TCP,38,2014,0.17785,port_scan
2026-04-24 02:10:39.168822+00:00,10.129.163.47,80.228.2.171,10919,3389,UDP,22,10977,5.72853,benign
2026-04-23 07:30:18.168822+00:00,10.139.140.215,23.204.211.130,41649,80,TCP,401,350875,0.75284,dos
2026-04-23 11:48:24.168822+00:00,10.181.154.171,128.60.2.24,16257,3389,UDP,20,17281,1.10854,benign
2026-04-23 16:55:59.168822+00:00,10.199.56.150,60.124.48.203,12221,22,TCP,20,11502,4.81884,benign
2026-04-24 00:11:47.168822+00:00,10.240.183.213,160.148.168.7,25436,64120,TCP,8,744,0.11704,port_scan
2026-04-23 06:37:35.168822+00:00,10.12.213.164,65.60.5.113,23726,22,TCP,18,13597,0.6957,benign
2026-04-23 18:11:01.168822+00:00,10.46.226.223,93.102.171.178,26974,3389,TCP,20,12120,6.38794,benign
2026-04-23 20:49:54.168822+00:00,10.165.245.208,80.44.95.94,26088,3306,TCP,18,11816,2.15358,benign
2026-04-23 10:18:28.168822+00:00,10.107.252.121,28.136.97.250,37523,443,UDP,13,6858,2.30017,benign
2026-04-23 08:43:12.168822+00:00,10.39.29.176,39.235.87.97,35712,3389,TCP,125,19125,2.12997,brute_force
2026-04-23 14:20:40.168822+00:00,10.36.228.237,65.85.12.242,3432,3306,TCP,15,7728,5.83814,benign
2026-04-23 21:22:22.168822+00:00,10.7.42.45,82.219.195.181,16462,443,UDP,16,8274,5.53495,benign
2026-04-23 09:05:12.168822+00:00,10.179.63.171,92.158.90.186,33574,80,UDP,1158,1199688,1.39954,dos
2026-04-23 08:43:08.168822+00:00,10.224.168.249,186.180.103.213,47971,80,TCP,13,6037,2.84451,benign
2026-04-22 16:46:54.168822+00:00,10.124.232.197,12.184.213.166,2975,80,UDP,1414,1467732,0.53859,dos
2026-04-24 04:29:46.168822+00:00,10.120.72.170,112.238.9.239,53230,445,TCP,11,6492,1.02827,benign
2026-04-22 09:04:15.168822+00:00,10.197.26.81,68.106.69.254,7105,80,TCP,29,18404,0.7187,benign
2026-04-23 23:17:08.168822+00:00,10.249.34.240,92.100.155.64,42310,443,TCP,487,496740,1.0327,dos
2026-04-23 00:44:02.168822+00:00,10.33.152.80,82.52.183.31,15138,80,UDP,22,17600,4.08755,benign
2026-04-22 18:31:48.168822+00:00,10.36.56.241,151.93.27.246,59282,8080,TCP,22,14682,0.13632,benign
2026-04-22 17:12:36.168822+00:00,10.70.228.162,83.82.20.234,45734,80,TCP,21,10310,2.44032,benign
2026-04-23 17:17:00.168822+00:00,10.252.118.129,203.27.72.38,52019,80,UDP,442,445536,1.09343,dos
2026-04-22 20:13:52.168822+00:00,10.20.88.151,160.41.100.140,53375,18682,TCP,22,1958,0.39485,port_scan
2026-04-22 12:40:03.168822+00:00,10.96.43.127,213.252.108.52,3863,80,TCP,19,7353,2.93335,benign
2026-04-23 04:26:25.168822+00:00,10.249.232.94,132.85.114.217,55658,80,UDP,21,16841,0.79694,benign
2026-04-24 02:03:53.168822+00:00,10.32.3.165,100.135.141.88,6489,22,TCP,57,9234,2.13619,brute_force
2026-04-24 00:01:47.168822+00:00,10.175.233.148,201.107.152.187,36039,80,TCP,20,12920,2.91906,benign
2026-04-22 22:55:07.168822+00:00,10.69.6.134,185.92.8.169,43599,443,TCP,29,15106,1.92165,benign
2026-04-23 13:21:01.168822+00:00,10.73.202.164,32.204.253.15,59081,80,ICMP,21,10770,8.3266,benign
2026-04-23 05:14:56.168822+00:00,10.131.189.134,15.191.180.240,47592,445,TCP,22,7427,2.08144,benign
2026-04-23 01:26:58.168822+00:00,10.165.195.18,38.20.93.21,46953,47306,TCP,37,4403,0.2228,port_scan
2026-04-22 07:19:11.168822+00:00,10.41.122.182,202.156.170.172,63464,80,TCP,1589,1349061,0.56621,dos
2026-04-22 13:48:30.168822+00:00,10.106.233.249,120.117.55.238,2072,443,TCP,1450,1265850,0.83607,dos
2026-04-23 23:58:42.168822+00:00,10.25.169.16,127.32.42.31,1238,3306,ICMP,22,15011,0.15398,benign
2026-04-24 04:33:17.168822+00:00,10.199.22.26,201.2.236.209,13298,3306,TCP,26,20034,5.02904,benign
2026-04-24 03:50:13.168822+00:00,10.187.101.100,40.22.237.154,16310,22,TCP,17,7251,3.65345,benign
2026-04-24 04:12:38.168822+00:00,10.109.118.171,205.237.2.14,33268,22,TCP,29,19152,5.9396,benign
2026-04-23 04:54:59.168822+00:00,10.185.243.133,179.29.210.222,54681,22,TCP,15,9472,5.25109,benign
2026-04-22 09:29:28.168822+00:00,10.215.153.18,114.70.252.108,26361,53,TCP,19,9636,3.16882,benign
2026-04-22 15:21:06.168822+00:00,10.216.111.115,61.147.85.183,58537,8080,ICMP,17,12019,3.59037,benign
2026-04-23 20:28:01.168822+00:00,10.213.223.253,219.46.63.222,42367,53,TCP,22,10936,2.54164,benign
2026-04-23 15:38:04.168822+00:00,10.133.113.103,188.197.37.24,30984,80,TCP,2064,2352960,0.59737,dos
2026-04-24 05:47:17.168822+00:00,10.85.66.81,74.27.121.180,52189,80,TCP,18,6200,1.30224,benign
2026-04-22 20:35:11.168822+00:00,10.186.75.158,163.120.93.115,32231,22,TCP,30,10513,2.51722,benign
2026-04-23 01:28:10.168822+00:00,10.62.206.107,161.55.0.181,3778,443,TCP,2198,2318890,0.29128,dos
2026-04-24 04:24:46.168822+00:00,10.139.247.221,145.29.153.95,56091,80,TCP,2175,2318550,0.92014,dos
2026-04-24 02:14:03.168822+00:00,10.84.73.140,203.184.122.250,9588,443,TCP,445,504630,1.17089,dos
2026-04-22 21:16:04.168822+00:00,10.186.246.100,159.54.158.162,30697,3389,UDP,15,11806,3.38244,benign
2026-04-24 04:17:05.168822+00:00,10.147.29.186,181.16.230.68,11077,6738,UDP,25,2725,0.25865,port_scan
2026-04-23 09:58:01.168822+00:00,10.134.165.59,119.24.41.211,51821,443,TCP,25,14537,3.5796,benign
2026-04-24 05:59:01.168822+00:00,10.109.15.91,168.106.19.227,42131,3389,UDP,21,6640,7.01529,benign
2026-04-22 08:42:21.168822+00:00,10.92.116.249,47.10.60.178,62227,8080,TCP,14,7061,1.26306,benign
2026-04-23 09:58:37.168822+00:00,10.157.227.51,73.131.30.177,56921,3389,TCP,19,7665,4.44622,benign
2026-04-24 05:50:35.168822+00:00,10.249.154.8,215.246.230.248,17915,445,UDP,17,9053,2.25018,benign
2026-04-24 04:31:30.168822+00:00,10.220.38.205,189.211.192.54,17314,445,TCP,16,6222,2.6776,benign
2026-04-23 09:59:17.168822+00:00,10.59.172.188,49.193.71.244,18725,443,TCP,930,682620,0.27111,dos
2026-04-22 08:21:54.168822+00:00,10.30.249.226,153.88.133.89,10945,3389,UDP,15,3048,7.29606,benign
2026-04-24 05:08:51.168822+00:00,10.103.63.149,59.121.152.177,61574,80,TCP,17,9238,6.10757,benign
2026-04-22 13:55:19.168822+00:00,10.201.22.39,85.63.38.41,6359,3389,UDP,14,2774,1.66552,benign
2026-04-22 20:46:01.168822+00:00,10.160.73.229,133.73.156.164,28395,443,TCP,21,9978,1.53274,benign
2026-04-24 00:24:06.168822+00:00,10.138.168.89,187.10.228.236,19197,445,UDP,13,8023,0.79499,benign
2026-04-23 07:38:10.168822+00:00,10.166.65.124,107.142.234.27,2038,443,TCP,23,9634,6.45839,benign
2026-04-22 18:42:23.168822+00:00,10.5.114.195,214.184.181.73,54619,445,TCP,20,7362,1.0571,benign
2026-04-22 07:12:54.168822+00:00,10.94.14.209,222.195.240.224,33440,80,TCP,1147,802900,0.78,dos
2026-04-22 15:04:08.168822+00:00,10.73.164.183,152.128.97.47,57643,3389,UDP,148,18944,0.83611,brute_force
2026-04-23 19:19:54.168822+00:00,10.76.75.132,19.120.150.146,40811,443,TCP,13,7097,1.50948,benign
2026-04-23 16:44:03.168822+00:00,10.118.29.21,111.91.103.196,33014,443,UDP,18,6757,0.42174,benign
2026-04-22 14:19:28.168822+00:00,10.11.80.35,208.69.165.214,16812,12225,TCP,18,1584,0.16922,port_scan
2026-04-24 01:34:59.168822+00:00,10.193.221.203,96.111.140.149,39161,22,TCP,138,32706,3.28838,brute_force
2026-04-23 02:44:53.168822+00:00,10.65.85.245,205.14.209.54,47949,3389,TCP,19,9849,0.9083,benign
2026-04-23 15:54:04.168822+00:00,10.34.86.113,88.111.129.188,2822,26133,TCP,27,2538,0.20529,port_scan
2026-04-23 14:29:39.168822+00:00,10.104.239.207,46.247.212.19,16051,49455,UDP,15,1200,0.12221,port_scan
2026-04-22 11:52:23.168822+00:00,10.250.57.18,130.238.9.79,24355,443,TCP,1677,1204086,0.97913,dos
2026-04-22 10:16:27.168822+00:00,10.231.35.166,108.250.142.12,8742,8080,TCP,14,6055,2.3263,benign
2026-04-23 11:45:39.168822+00:00,10.227.15.158,145.129.150.198,6458,3389,TCP,23,12678,2.44476,benign
2026-04-23 19:56:47.168822+00:00,10.243.244.74,31.89.33.248,17110,3389,TCP,23,11075,1.36099,benign
2026-04-24 03:24:07.168822+00:00,10.65.59.152,207.235.66.85,23014,8080,TCP,24,12579,4.78797,benign
2026-04-23 21:00:38.168822+00:00,10.229.232.83,109.1.219.45,35467,445,UDP,26,15882,5.6987,benign
2026-04-23 10:29:01.168822+00:00,10.131.184.172,156.8.34.173,53510,22,TCP,20,8999,0.70719,benign
2026-04-23 07:50:05.168822+00:00,10.8.225.234,23.35.52.122,56231,443,TCP,17,7892,1.64341,benign
2026-04-23 01:43:59.168822+00:00,10.162.104.202,56.47.48.221,25638,80,TCP,15,6778,1.27626,benign
2026-04-23 11:22:14.168822+00:00,10.45.56.250,183.75.164.178,35171,338,TCP,34,2924,0.17742,port_scan
2026-04-24 04:18:39.168822+00:00,10.89.189.102,63.149.15.96,1935,8080,TCP,20,10885,2.44804,benign
2026-04-22 10:51:17.168822+00:00,10.202.204.128,138.193.94.30,55792,3389,TCP,19,8911,0.45166,benign
2026-04-23 05:17:59.168822+00:00,10.96.175.52,161.181.25.46,16166,80,TCP,2048,1943552,1.8718,dos
2026-04-23 03:52:31.168822+00:00,10.74.12.132,69.20.200.246,5164,41466,UDP,28,2408,0.25485,port_scan
2026-04-22 20:55:54.168822+00:00,10.163.97.191,189.43.68.68,39886,22,ICMP,156,22620,2.9155,brute_force
2026-04-23 22:42:26.168822+00:00,10.108.53.2,108.2.57.172,25059,51302,ICMP,15,1650,0.32673,port_scan
2026-04-23 08:34:56.168822+00:00,10.217.206.115,150.193.107.6,27545,6607,UDP,8,880,0.32291,port_scan
2026-04-22 10:37:10.168822+00:00,10.55.150.121,218.131.232.216,29097,53,TCP,15,7241,4.34413,benign
2026-04-23 15:43:45.168822+00:00,10.89.168.59,37.200.165.205,41543,445,UDP,24,9138,1.78191,benign
2026-04-24 05:47:25.168822+00:00,10.8.42.87,160.17.26.72,52744,445,TCP,23,17556,5.05379,benign
2026-04-22 15:21:01.168822+00:00,10.211.67.245,54.132.253.130,37909,3389,TCP,20,12321,4.53062,benign
2026-04-23 05:39:23.168822+00:00,10.33.254.207,82.193.123.234,40417,3389,TCP,100,21600,3.42766,brute_force
2026-04-22 17:51:42.168822+00:00,10.17.138.173,102.182.20.123,53192,3389,TCP,23,16630,2.30159,benign
2026-04-22 06:56:47.168822+00:00,10.116.250.34,102.150.195.1,51667,22,ICMP,26,16323,1.30694,benign
2026-04-23 03:00:10.168822+00:00,10.137.131.155,75.114.165.29,12152,22,UDP,15,7699,0.57869,benign
2026-04-22 22:38:52.168822+00:00,10.68.124.33,159.186.137.199,22864,443,TCP,18,6898,2.4065,benign
2026-04-24 01:37:42.168822+00:00,10.31.134.187,120.254.12.118,32871,22,TCP,18,8116,3.90973,benign
2026-04-23 06:21:43.168822+00:00,10.173.243.15,164.22.170.36,61279,3389,TCP,18,12396,2.62086,benign
2026-04-23 12:36:16.168822+00:00,10.110.14.92,138.231.62.50,40174,3389,TCP,106,25652,3.29956,brute_force
2026-04-24 04:21:50.168822+00:00,10.188.151.53,140.92.202.34,53513,53,UDP,19,9383,3.57248,benign
2026-04-23 07:45:59.168822+00:00,10.17.39.108,178.208.191.77,52305,28275,ICMP,27,1539,0.01445,port_scan
2026-04-23 16:11:01.168822+00:00,10.245.99.46,164.94.109.189,60082,443,TCP,22,10955,2.82333,benign
2026-04-23 07:32:17.168822+00:00,10.67.174.71,207.152.248.152,34455,445,TCP,26,17114,1.8934,benign
2026-04-23 10:13:20.168822+00:00,10.207.9.84,188.12.50.56,17977,8080,TCP,11,6058,2.36541,benign
2026-04-22 16:21:09.168822+00:00,10.64.118.101,78.70.178.253,27553,80,TCP,1864,1972112,1.25961,dos
2026-04-24 04:43:31.168822+00:00,10.141.83.51,47.57.236.95,1447,445,TCP,24,15010,1.44601,benign
2026-04-22 21:02:00.168822+00:00,10.164.75.223,159.49.229.121,45134,62054,TCP,36,1476,0.21861,port_scan
2026-04-22 20:29:28.168822+00:00,10.245.58.70,196.0.138.205,40729,445,TCP,19,9404,0.76919,benign
2026-04-22 22:33:13.168822+00:00,10.242.207.114,41.225.199.125,11676,80,TCP,23,11910,7.52095,benign
2026-04-23 00:33:29.168822+00:00,10.136.61.165,204.215.45.2,32800,80,TCP,2074,2436950,1.8903,dos
2026-04-22 23:14:23.168822+00:00,10.239.116.111,62.111.174.44,47219,445,UDP,21,6901,0.56783,benign
2026-04-23 19:12:24.168822+00:00,10.150.209.138,74.99.133.108,51275,22,TCP,24,13517,4.42647,benign
2026-04-23 17:01:47.168822+00:00,10.112.122.4,102.173.170.204,51078,22,UDP,57,8664,3.18466,brute_force
2026-04-23 10:52:03.168822+00:00,10.204.90.224,213.240.218.77,7313,53,TCP,24,10678,4.14357,benign
2026-04-22 20:41:02.168822+00:00,10.94.65.225,154.175.173.213,25129,443,TCP,23,11673,3.29787,benign
2026-04-22 16:50:39.168822+00:00,10.34.198.207,176.102.56.143,39436,3306,TCP,24,12655,2.60815,benign
2026-04-23 15:05:13.168822+00:00,10.56.54.85,136.175.14.21,7814,3306,TCP,30,15630,3.0155,benign
2026-04-23 18:23:01.168822+00:00,10.220.87.27,165.158.185.138,13855,80,TCP,237,240792,1.09633,dos
2026-04-23 01:37:34.168822+00:00,10.103.23.136,185.78.134.253,61852,80,TCP,259,276094,1.62619,dos
2026-04-22 19:09:31.168822+00:00,10.46.71.4,217.20.32.242,34221,53,TCP,24,19562,7.88207,benign
2026-04-23 04:12:21.168822+00:00,10.5.190.235,133.162.3.16,38329,35015,ICMP,37,2220,0.15559,port_scan
2026-04-23 09:09:31.168822+00:00,10.101.4.241,158.46.198.199,11237,53,TCP,26,16372,4.30798,benign
2026-04-22 09:09:08.168822+00:00,10.104.93.202,213.49.96.12,41923,53,TCP,19,8860,1.89695,benign
2026-04-23 23:25:55.168822+00:00,10.179.188.174,124.139.25.254,59880,8080,UDP,16,7063,1.75751,benign
2026-04-23 16:47:26.168822+00:00,10.4.82.172,133.96.202.113,62946,22,TCP,100,9400,3.16543,brute_force
2026-04-22 19:32:14.168822+00:00,10.227.161.102,164.197.209.153,12847,443,TCP,15,6186,1.77124,benign
2026-04-23 22:17:38.168822+00:00,10.227.140.34,73.68.251.140,15341,445,UDP,17,3528,2.11879,benign
2026-04-23 18:52:06.168822+00:00,10.101.215.111,128.117.144.5,38122,8080,TCP,21,8838,4.363,benign
2026-04-23 06:37:41.168822+00:00,10.140.13.168,140.27.141.154,58230,443,TCP,1022,1187564,0.28288,dos
2026-04-23 23:40:35.168822+00:00,10.79.23.241,211.37.223.196,1385,443,TCP,25,9670,3.17526,benign
2026-04-22 16:08:30.168822+00:00,10.104.212.179,173.125.214.22,15551,8080,TCP,23,9195,2.88208,benign
2026-04-22 21:33:20.168822+00:00,10.224.110.182,113.242.150.213,11116,443,UDP,1816,1425560,1.17239,dos
2026-04-24 06:09:30.168822+00:00,10.239.166.169,131.162.181.190,51959,8080,TCP,18,4195,4.21859,benign
2026-04-22 15:46:11.168822+00:00,10.229.90.137,103.169.86.4,33236,3306,TCP,17,11686,4.54554,benign
2026-04-23 23:16:53.168822+00:00,10.186.233.203,32.158.150.63,47116,8080,TCP,16,4118,5.28741,benign
2026-04-23 23:53:19.168822+00:00,10.105.200.152,104.241.207.104,3666,443,TCP,21,10544,11.22319,benign
2026-04-23 00:30:56.168822+00:00,10.116.120.193,126.179.182.38,9554,80,TCP,22,10441,1.71252,benign
2026-04-23 04:43:11.168822+00:00,10.4.242.51,70.120.230.27,36039,49171,TCP,28,2156,0.24675,port_scan
2026-04-24 03:20:02.168822+00:00,10.177.236.53,164.103.102.143,28111,443,UDP,27,15368,6.26354,benign
2026-04-22 21:16:39.168822+00:00,10.152.136.12,52.161.125.101,12915,3306,TCP,24,16467,2.92051,benign
2026-04-23 00:08:09.168822+00:00,10.164.246.227,42.40.51.168,17852,22,UDP,118,10620,3.78891,brute_force
2026-04-22 06:49:50.168822+00:00,10.236.124.181,94.3.222.206,47893,22,TCP,18,8188,5.77664,benign
2026-04-22 23:29:00.168822+00:00,10.60.72.237,159.172.166.197,1910,53,TCP,23,13289,6.85096,benign
2026-04-22 15:38:41.168822+00:00,10.75.184.220,207.248.73.84,57038,3389,TCP,161,33649,2.50056,brute_force
2026-04-22 16:07:39.168822+00:00,10.160.15.242,46.135.105.161,11311,22,UDP,21,13345,3.96438,benign
2026-04-23 06:56:32.168822+00:00,10.60.252.43,142.149.4.161,49958,80,TCP,853,884561,0.77058,dos
2026-04-23 19:20:10.168822+00:00,10.88.182.14,41.240.9.123,41647,80,TCP,677,698664,1.48402,dos
2026-04-23 22:07:23.168822+00:00,10.97.229.233,94.219.2.161,5113,8080,UDP,18,9268,0.5652,benign
2026-04-23 00:19:39.168822+00:00,10.138.204.202,185.199.74.84,50339,443,TCP,16,9238,5.68095,benign
2026-04-23 06:26:34.168822+00:00,10.251.110.76,55.83.108.238,33043,3389,TCP,21,16902,1.91165,benign
2026-04-22 10:01:08.168822+00:00,10.223.121.153,200.212.103.129,20444,443,TCP,27,13123,8.60298,benign
2026-04-22 19:36:10.168822+00:00,10.168.204.248,118.117.50.64,8196,3389,TCP,25,11724,2.22706,benign
2026-04-22 21:17:41.168822+00:00,10.94.87.224,134.52.19.58,8469,3389,TCP,21,9623,1.71881,benign
2026-04-24 02:55:51.168822+00:00,10.83.165.160,204.240.14.68,27412,443,TCP,676,543504,1.76743,dos
2026-04-23 23:07:31.168822+00:00,10.111.169.184,181.113.54.174,20026,48667,UDP,37,2109,0.35385,port_scan
2026-04-23 00:03:21.168822+00:00,10.48.47.116,149.164.98.196,55184,443,TCP,1693,1579569,1.45329,dos
2026-04-22 14:36:40.168822+00:00,10.219.96.119,62.96.229.85,36046,80,TCP,19,12222,5.69469,benign
2026-04-22 14:09:02.168822+00:00,10.107.201.36,36.128.172.162,3679,22,ICMP,20,8926,2.24544,benign
2026-04-23 06:54:54.168822+00:00,10.154.165.53,65.253.188.150,57597,443,TCP,14,7645,6.32941,benign
2026-04-24 03:42:32.168822+00:00,10.47.180.7,168.195.146.235,17258,3389,TCP,15,12229,5.60307,benign
2026-04-23 11:04:21.168822+00:00,10.54.126.1,71.0.149.65,40150,22,TCP,69,5865,3.34616,brute_force
2026-04-23 01:21:40.168822+00:00,10.9.160.170,185.0.200.230,54346,53,TCP,19,3923,4.50598,benign
2026-04-23 22:06:01.168822+00:00,10.243.151.29,207.98.208.148,44111,443,TCP,22,7097,1.10234,benign
2026-04-23 05:29:17.168822+00:00,10.144.6.25,15.123.182.192,27210,27079,ICMP,33,2376,0.31226,port_scan
2026-04-22 16:47:13.168822+00:00,10.55.31.248,91.93.164.4,1505,445,UDP,20,8149,5.61576,benign
2026-04-23 22:09:50.168822+00:00,10.169.149.9,191.91.148.120,16207,8080,TCP,19,10154,6.58898,benign
2026-04-24 02:06:20.168822+00:00,10.35.29.159,95.103.198.70,37759,3389,TCP,17,8138,0.60423,benign
2026-04-22 20:08:38.168822+00:00,10.194.155.43,212.24.107.8,62271,53,UDP,19,12981,5.43265,benign
2026-04-24 05:24:35.168822+00:00,10.66.126.113,94.232.142.17,3338,443,TCP,1774,1279054,0.26774,dos
2026-04-23 07:42:39.168822+00:00,10.25.109.60,155.101.31.20,11070,8080,UDP,18,8837,4.1111,benign
2026-04-22 17:54:14.168822+00:00,10.49.224.32,104.28.165.165,24132,46682,TCP,19,1406,0.13899,port_scan
2026-04-23 23:54:51.168822+00:00,10.192.13.48,197.235.237.89,51897,62113,TCP,34,3944,0.29827,port_scan
2026-04-22 13:05:37.168822+00:00,10.225.54.16,64.190.108.199,62310,20622,UDP,9,675,0.04954,port_scan
2026-04-22 18:37:33.168822+00:00,10.120.62.161,186.163.120.221,12511,22,TCP,28,5107,2.46409,benign
2026-04-22 23:56:31.168822+00:00,10.141.148.11,118.47.28.20,38471,53,TCP,24,12759,3.79752,benign
2026-04-24 01:15:30.168822+00:00,10.72.9.241,33.116.150.136,63151,3163,UDP,36,1944,0.05998,port_scan
2026-04-24 03:54:15.168822+00:00,10.23.212.222,88.94.133.235,65440,22,TCP,13,8332,3.44513,benign
2026-04-22 15:31:24.168822+00:00,10.166.206.231,164.31.70.237,51734,53,TCP,26,16151,2.15063,benign
2026-04-22 07:05:54.168822+00:00,10.229.74.195,194.107.65.212,51255,443,TCP,910,855400,1.28,dos
2026-04-23 23:20:36.168822+00:00,10.76.32.79,187.96.23.130,18856,53,TCP,18,10149,3.5104,benign
2026-04-23 07:57:37.168822+00:00,10.240.40.148,142.175.231.121,20989,443,TCP,314,303324,1.51379,dos
2026-04-23 01:13:08.168822+00:00,10.35.120.231,204.222.11.137,64477,22,TCP,46,4922,3.2451,brute_force
2026-04-22 06:43:04.168822+00:00,10.242.218.213,42.4.10.203,41198,80,TCP,649,576312,0.1567,dos
2026-04-23 08:38:37.168822+00:00,10.139.9.168,194.126.250.172,8407,80,UDP,22,18047,13.95109,benign
2026-04-22 12:46:04.168822+00:00,10.114.60.179,20.82.168.178,5482,51298,TCP,37,2664,0.09797,port_scan
2026-04-23 08:47:59.168822+00:00,10.5.39.113,162.184.158.254,56477,3389,TCP,19,6726,2.68072,benign
2026-04-22 13:37:57.168822+00:00,10.46.170.204,137.93.47.56,9393,443,TCP,778,737544,0.42248,dos
2026-04-22 16:10:05.168822+00:00,10.173.32.154,102.122.25.176,46144,20562,UDP,25,1050,0.1659,port_scan
2026-04-22 12:22:36.168822+00:00,10.239.235.42,94.122.175.219,21779,80,TCP,1141,1159256,1.39255,dos
2026-04-22 14:38:10.168822+00:00,10.53.44.67,130.245.180.249,12241,22,UDP,23,9859,0.49658,benign
2026-04-23 15:57:02.168822+00:00,10.231.20.142,98.32.62.62,8390,53,TCP,16,9089,2.35277,benign
2026-04-23 16:28:49.168822+00:00,10.238.210.116,82.75.127.236,36270,445,TCP,20,10237,4.17205,benign
2026-04-23 04:20:18.168822+00:00,10.136.102.170,34.199.144.31,52874,53,UDP,22,9048,2.00928,benign
2026-04-23 21:57:09.168822+00:00,10.251.148.109,180.111.169.237,1793,80,UDP,21,11044,4.89239,benign
2026-04-24 04:28:03.168822+00:00,10.230.85.17,42.52.46.141,46429,443,TCP,18,9670,1.77874,benign
2026-04-22 12:54:20.168822+00:00,10.53.166.112,218.175.149.17,37997,3306,TCP,22,13642,0.81061,benign
2026-04-22 17:22:51.168822+00:00,10.227.174.146,82.110.124.234,52265,80,TCP,967,1129456,0.69834,dos
2026-04-23 18:24:23.168822+00:00,10.233.189.49,85.3.107.161,38582,41992,TCP,37,1554,0.20917,port_scan
2026-04-23 10:36:39.168822+00:00,10.180.176.238,92.222.203.110,9153,445,UDP,19,6978,0.63461,benign
2026-04-22 22:01:27.168822+00:00,10.1.41.204,203.66.236.185,27378,80,UDP,551,494247,0.21815,dos
2026-04-23 10:11:59.168822+00:00,10.245.71.244,45.93.168.85,64699,445,TCP,20,15157,0.41491,benign
2026-04-23 10:51:54.168822+00:00,10.10.179.101,181.66.233.245,54207,3389,TCP,25,9416,0.38322,benign
2026-04-23 10:46:35.168822+00:00,10.163.227.145,32.190.170.36,23694,8080,TCP,13,5561,1.97645,benign
2026-04-23 07:59:41.168822+00:00,10.59.243.73,150.75.206.228,61067,80,TCP,2174,2291396,1.7899,dos
2026-04-22 07:49:34.168822+00:00,10.127.42.223,11.211.250.90,1499,3389,UDP,80,14960,1.22689,brute_force
2026-04-23 18:00:53.168822+00:00,10.250.97.110,219.180.144.26,35457,443,TCP,1048,963112,1.90913,dos
2026-04-22 15:20:24.168822+00:00,10.118.241.156,116.37.73.229,50951,10384,TCP,10,900,0.16516,port_scan
2026-04-23 08:20:41.168822+00:00,10.23.192.114,34.138.249.35,44501,3389,TCP,68,9656,2.34977,brute_force
2026-04-23 07:57:43.168822+00:00,10.17.120.17,51.125.126.118,12566,80,ICMP,21,9965,5.13058,benign
2026-04-22 10:48:59.168822+00:00,10.65.188.127,58.254.27.4,10433,8080,TCP,19,6574,6.42873,benign
2026-04-22 20:09:13.168822+00:00,10.111.89.224,62.188.32.193,48990,8080,TCP,20,8364,3.07673,benign
2026-04-22 19:44:02.168822+00:00,10.62.240.93,94.197.54.198,65412,3389,TCP,103,17716,2.97283,brute_force
2026-04-22 15:58:59.168822+00:00,10.99.161.195,11.180.5.108,50320,445,TCP,28,17447,1.4685,benign
2026-04-23 01:25:58.168822+00:00,10.119.162.104,160.12.235.246,56369,8080,TCP,18,11391,2.79931,benign
2026-04-22 20:23:02.168822+00:00,10.197.217.220,157.61.181.78,59754,14298,TCP,9,540,0.25484,port_scan
2026-04-23 09:47:22.168822+00:00,10.164.71.162,151.38.157.85,62246,22,TCP,15,8727,2.72887,benign
2026-04-22 09:17:48.168822+00:00,10.159.56.218,135.83.69.92,51985,80,TCP,643,739450,0.8096,dos
2026-04-22 14:28:06.168822+00:00,10.191.112.10,196.102.176.170,51217,53,UDP,20,10683,4.71633,benign
2026-04-23 07:04:17.168822+00:00,10.183.54.191,138.247.11.133,51969,22,TCP,138,32292,0.59317,brute_force
2026-04-22 22:31:45.168822+00:00,10.105.182.226,217.253.113.14,21855,49628,TCP,17,1530,0.05843,port_scan
2026-04-23 02:15:47.168822+00:00,10.23.7.172,86.95.92.8,35888,8080,TCP,10,4711,3.29337,benign
2026-04-22 09:22:00.168822+00:00,10.113.178.31,206.152.97.249,15324,443,UDP,989,970209,1.98647,dos
2026-04-22 18:32:13.168822+00:00,10.221.58.34,191.54.46.183,35270,22,UDP,13,7937,2.84812,benign
2026-04-22 21:48:55.168822+00:00,10.103.208.26,196.194.210.27,33992,53,UDP,18,5745,3.08291,benign
2026-04-22 07:24:22.168822+00:00,10.127.211.132,46.110.150.36,5441,80,TCP,26,18790,7.711,benign
2026-04-23 06:55:05.168822+00:00,10.21.51.149,23.89.180.205,6352,1918,TCP,8,336,0.21338,port_scan
2026-04-22 08:45:05.168822+00:00,10.165.41.100,184.74.74.238,62358,80,TCP,19,14535,2.98092,benign
2026-04-24 03:16:55.168822+00:00,10.27.146.118,44.197.1.67,36622,22,TCP,24,12343,1.96753,benign
2026-04-22 08:14:46.168822+00:00,10.166.88.251,51.108.27.157,3137,80,TCP,1689,1820742,1.7275,dos
2026-04-22 14:51:50.168822+00:00,10.11.61.17,104.154.185.144,24887,22,TCP,24,14687,5.54247,benign
2026-04-23 07:20:39.168822+00:00,10.218.76.8,121.95.167.240,58522,53,TCP,15,9964,2.94043,benign
2026-04-22 07:39:29.168822+00:00,10.199.227.217,41.22.203.161,47983,22,TCP,29,12179,0.09233,benign
2026-04-23 12:16:11.168822+00:00,10.53.16.75,133.9.111.142,54153,80,TCP,22,5287,5.7097,benign
